Dataset for Test:car-s-91
Nodes:682	Edges29814
Connected Components:6

Subgraph 1
       Exam    Periods
280     498          1
281     263          9
282      60         12
283      71          5
284     265         17
285     278         20
286     253         14
287     257         11
288     284          2
289     160         12
290     576          2
291     114          1
292     256         16
293     366         13
294     599          2
295     290          7
296     391         12
297     397         17
298     396         20
299     392         21
300     101          9
301     117         10
302     122         27
303     381         24
304     126          3
305     124         17
306     380          1
307     260         23
308     497          0
309     503         13
310     494         22
311     271         24
312     279         24
313     212         12
314     211         13
315     525          4
316     109         17
317     152         25
318     277         18
319     157         19
320     382         13
321     411         16
322     285         21
323     270         12
324     390         18
325     395         23
326     406         18
327     125          0
328     496          2
329     289         19
330     490          7
331     321          5
332     409          3
333     316         11
334     580          4
335     121         15
336      85          8
337      55          5
338     501          8
339     162          7
340     320          6
341     463         11
342     612         20
343     502         17
344     499         19
345     492          5
346     419          2
347     573          5
348     267         13
349     128          1
350     120          3
351     541          6
352     389          7
353     585          0
354      86         10
355      64          9
356     275          8
357     110          6
358      72         18
359      76          4
360     369          2
361      78         16
362      73         22
363     393          8
364      56          4
365     326          1
366     210         14
367     528         13
368     617          2
369      33          2
370      70         23
371     322         13
372     444          0
373     591         21
374     268          2
375     417          0
376      80          1
377     542          7
378     603          2
379     216          7
380     287          9
381     309          3
382     566          3
383     107          2
384     177          4
385     537          5
386     472         12
387     179          2
388     274          7
389     401          2
390     379          0
391     388          5
392      96          1
393     269          5
394      74          3
395     493         11
396      38          6
397      17         16
398     190          1
399      16         17
400     507         10
401     165          0
402     295         14
403     526          5
404     404          8
405     583         14
406     272          7
407     530          8
408     531          3
409       5          1
410     213          4
411     600          6
412      83          2
413     142         12
414     308         15
415     437         10
416     500          3
417     457          7
418     296          8
419     315          6
420     348          3
421     579          1
422     153          1
423     151          3
424     365          6
425     427          0
426     511          0
427     529         11
428     262          6
429      32          1
430     553          0
431     568          3
432     310          9
433     505          5
434     495          9
435     570          1
436     429          7
437     349          6
438     508         13
439     460          8
440     462         14
441     163         14
442     161          0
443      57          0
444     281          3
445     304          9
446     613          1
447     364          6
448     555          1
449       6          1
450      89          2
451     532          0
452     596          8
453      59         10
454     418          4
455     141         10
456     527          2
457     424         13
458     336          6
459     405          0
460     504          5
461      26          3
462      77          6
463      75          7
464     305          6
465     458         12
466     584          1
467     407          5
468     547          1
469     328          0
470     337          3
471     622         10
472     329          3
473     367          3
474     225          5
475     317          4
476     469          2
477     593          2
478     254         10
479     282          2
480     217          3
481     378          4
482     301          8
483     146          2
484     300         16
485     135          2
486     175          1
487     565          1
488     164         11
489     150          2
490     421          1
491     186          1
492     423          4
493     231          4
494     176          5
495      58         15
496     400          0
497     577          0
498      18          3
499     604          5
500     475          8
501      81          5
502      79          4
503      20          2
504     618          8
505     616          6
506     552          3
507      52          6
508     340          1
509     324          1
510     538          0
511     283          0
512     377          5
513     311          2
514     567          0
515     456          6
516     473          3
517     470          4
518     422          0
519     571          7
520      19          7
521     546          0
522     318          5
523     291          4
524     408          7
525      27          0
526      36          1
527     471          4
528     189          6
529     323          2
530     428          1
531     430          3
532     222          4
533       8          0
534     569          4
535      47          5
536      39          0
537     474          5
538      13          1
539     544          1
540      43          4
541     539          3
542     559          1
543     558          3
544     298          0
545     414          0
546     192          2
547     218          3
548     214          4
549     413          2
550     620          1
551     293          1
552     376          2
553     431          6
554     292          0
555     476          6
556     227          1
557     266          1
558     477          2
559     459          6
560     548          0
561     226          2
562     554          8
563     368          1
564     235          3
565      35          3
566     223          0
567     341          6
568     342          2
569     592          0
570     549          1
571     551          0
572      14          7
573     562          0
574      42          1
575     129          0
576     619          0
577     479          0
578      41          6
579      45          2
580      44          3
581     330          2
582     605          0
583      28          3
584     229          0
585     345          0
586     415          3
587     533          0
588      46          1
589     230          3
590     224          2
591     512          1
592     232          1
593     234          4
594     236          0
595     294          0
596     334          2
597     346          1
598     343          4
599     344          3
600     237          5
601     327          4
602     228          2
603     370          1
604     371          2
605     556          2
606     621          0
607     481          5
608      40          0
609      84          0
610     478          3
611     540          0
612     561          3
613     168          0
614     563          2
615     335          0
616     534          0
617     233          0
618     557          1
619     560          1
620     564          0
621     480          0

Total Colors used:31

Dataset for Test:ute-s-92
Nodes:184	Edges1430
Connected Components:2

Subgraph 1
       Exam    Periods
---  ------  ---------
  0     108          0
  1     136          1
  2      67          2
  3       8          3
  4      45          4
  5     132          5
  6      17          6
  7      13          0
  8      11          7
  9     135          8
 10     130          6
 11     107          6
 12      12          0
 13      10          0
 14     131          4
 15      64          7
 16     140          5
 17     100          0
 18     109          0
 19      66          2
 20       9          3
 21     110          5
 22     111          6
 23      15          0
 24     104          0
 25     103          0
 26      16          0
 27      19          1
 28     101          0
 29      14          0
 30      20          4
 31      18          2
 32      21          3
 33     102          0
 34     168          2
 35     169          3
 36      48          3
 37      49          2
 38     143          4
 39      47          5
 40      50          6
 41     126          0
 42     125          0
 43     105          0
 44     183          0
 45      73          0
 46     106          2
 47      36          3
 48      53          1
 49      86          2
 50     162          1
 51     160          4
 52     129          6
 53     154          7
 54     157          2
 55     115          3
 56     118          5
 57     152          3
 58     159          0
 59     158          5
 60     148          6
 61     146          5
 62     145          1
 63     151          7
 64     161          4
 65      76          3
 66      61          4
 67      60          5
 68      62          1
 69      59          7
 70      56          0
 71      57          6
 72     120          5
 73      55          6
 74      58          2
 75      33          1
 76     113          2
 77     112          4
 78     139          1
 79     153          0
 80     164          3
 81     170          3
 82     171          1
 83      65          2
 84     165          0
 85     174          0
 86     166          2
 87      90          2
 88     123          1
 89     122          4
 90     121          6
 91     117          0
 92     114          5
 93     116          6
 94     124          2
 95     119          2
 96      92          3
 97      91          4
 98     180          0
 99      94          5
100      96          6
101      77          1
102      95          0
103      98          7
104      93          4
105      87          1
106      88          8
107      99          9
108      97          6
109      89          0
110      81          4
111      82          1
112     181          7
113      42          2
114      78          2
115      31          0
116      40          4
117     178          6
118       6          1
119      24          5
120      23          4
121      70          3
122      69          5
123      72          6
124      71          2
125      37          4
126      26          0
127      79          3
128      80          6
129      22          1
130      28          2
131      27          3
132      46          4
133      68          1
134     137          2
135     134          3
136     167          4
137     163          2
138     150          1
139       3          0
140      83          3
141      84          4
142      38          3
143      52          0
144      51          2
145     147          4
146      39          2
147      54          3
148      75          3
149     127          3
150     179          4
151      25          3
152      29          3
153      32          0
154      41          1
155      85          0
156     128          4
157     133          0
158      74          3
159      63          4
160     138          2
161     184          1
162       4          0
163       5          3
164       7          5
165      34          3
166      35          4
167     182          2
168      43          3
169     142          1
170     144          2
171     141          0
172       1          1
173       2          3
174      44          0
175     156          2
176     155          1

      Exam    Periods
--  ------  ---------
 0     175          0
 1     149          1
 2     172          2
 3     173          3
 4     176          4
 5     177          5
 6      30          4

Total Colors used:10

Dataset for Test:yor-f-83
Nodes:181	Edges4706
Connected Components:1

Subgraph 1
       Exam    Periods
---  ------  ---------
  0      11          0
  1      43          1
  2     118          2
  3      37          3
  4     103          4
  5      14          5
  6       3          6
  7      86          7
  8     148          8
  9      53          9
 10     129         10
 11      39          3
 12      33          8
 13      65         11
 14     101          5
 15      13          0
 16      10          7
 17     177          9
 18     151         12
 19      87         13
 20      90         11
 21     140         14
 22      76         10
 23       4         14
 24      75         15
 25     146         10
 26       5         12
 27     178         11
 28       8         13
 29      99         16
 30     181         12
 31     106         15
 32     142          0
 33     102          2
 34     158          9
 35      20         14
 36     150         13
 37     157         17
 38     100          3
 39     179         18
 40     145         19
 41      40          1
 42      44          8
 43      68         13
 44      45         17
 45      74         15
 46     165          5
 47      66          6
 48      88         11
 49      19         10
 50       9          8
 51      47          0
 52      73          6
 53      61         11
 54      52         16
 55      38         18
 56     180          6
 57      48          0
 58     164         13
 59      42         17
 60      98          0
 61     141          5
 62     163          6
 63     139         16
 64     114          4
 65     119         18
 66     149         12
 67      85          7
 68     123         17
 69     171         19
 70     147         16
 71      77         10
 72      67         13
 73     116          2
 74     128         15
 75     143         11
 76      78         14
 77      89         18
 78     155          6
 79       2          7
 80      12         12
 81      82          9
 82     104         18
 83     156          1
 84     144         11
 85       1         10
 86      27          5
 87     169         13
 88     127          8
 89      63         15
 90     122          3
 91      56         13
 92     138         16
 93     124          4
 94     109          2
 95      34          8
 96      69         16
 97     175         17
 98      18          9
 99      54          9
100     134          2
101     135         14
102     115          4
103      83          5
104      95         12
105     162         18
106     113          4
107     161         13
108      16          1
109     136         16
110      92         17
111      84         15
112     105         18
113      62         14
114     112          4
115     125          7
116     176         18
117     137         16
118     172         10
119      32          8
120      35          3
121      17          4
122      51          7
123     168         17
124      22          9
125     117          2
126      50         14
127      64          0
128     170          2
129     126          6
130      21          0
131      94         10
132      24          5
133      79          9
134       7         12
135     153         13
136     107          1
137      58          3
138     173          6
139     120          3
140      49          7
141      72         11
142      15          4
143      57          5
144      93          4
145      36          3
146      71          1
147      30          8
148     159         14
149     130          0
150      60         15
151       6          6
152      31          8
153     154         13
154     174          7
155     131          0
156      70         10
157     108         14
158     152         11
159     160         16
160      91          4
161     110          2
162     132          0
163      25          5
164     166          5
165     167         12
166     111          2
167      80          9
168     121          7
169      29          8
170      28          2
171      97          3
172     133          0
173      59          1
174      81          3
175      41          0
176      55          8
177      23          0
178      96          6
179      46          2
180      26          1

Total Colors used:20

Lapsed Time Used:531.9008629322052's

